dup1,dup2,type
Zm00001eb287170,Zm00001eb368950,DD
Zm00001eb361320,Zm00001eb368950,DD
Zm00001eb297540,Zm00001eb368950,DD
Zm00001eb325180,Zm00001eb368950,DD
Zm00001eb338910,Zm00001eb368950,DD
Zm00001eb124690,Zm00001eb368960,DD
Zm00001eb093710,Zm00001eb369010,DD
Zm00001eb163320,Zm00001eb369010,DD
Zm00001eb133960,Zm00001eb369010,DD
Zm00001eb173670,Zm00001eb369010,DD
Zm00001eb266600,Zm00001eb369010,DD
Zm00001eb351920,Zm00001eb369010,DD
Zm00001eb009400,Zm00001eb369030,DD
Zm00001eb044260,Zm00001eb369030,DD
Zm00001eb298980,Zm00001eb369040,DD
Zm00001eb149590,Zm00001eb369050,DD
Zm00001eb176370,Zm00001eb369070,DD
Zm00001eb256370,Zm00001eb369070,DD
Zm00001eb335990,Zm00001eb369070,DD
Zm00001eb350930,Zm00001eb369090,DD
Zm00001eb287370,Zm00001eb369090,DD
Zm00001eb420690,Zm00001eb369100,DD
Zm00001eb036700,Zm00001eb369120,DD
Zm00001eb018690,Zm00001eb369130,DD
Zm00001eb060490,Zm00001eb369130,DD
Zm00001eb052220,Zm00001eb369150,DD
Zm00001eb201590,Zm00001eb369150,DD
Zm00001eb303500,Zm00001eb369150,DD
Zm00001eb251020,Zm00001eb369150,DD
Zm00001eb049000,Zm00001eb369190,DD
Zm00001eb061590,Zm00001eb369190,DD
Zm00001eb273750,Zm00001eb369190,DD
Zm00001eb152730,Zm00001eb369200,DD
Zm00001eb110340,Zm00001eb369210,DD
Zm00001eb329090,Zm00001eb369210,DD
Zm00001eb020710,Zm00001eb369250,DD
Zm00001eb005210,Zm00001eb369260,DD
Zm00001eb093410,Zm00001eb369270,DD
Zm00001eb196210,Zm00001eb369270,DD
Zm00001eb352430,Zm00001eb369270,DD
Zm00001eb358560,Zm00001eb369270,DD
Zm00001eb395640,Zm00001eb369280,DD
Zm00001eb215490,Zm00001eb369300,DD
Zm00001eb172060,Zm00001eb369300,DD
Zm00001eb227010,Zm00001eb369300,DD
Zm00001eb000490,Zm00001eb369310,DD
Zm00001eb087170,Zm00001eb369310,DD
Zm00001eb175390,Zm00001eb369310,DD
Zm00001eb132870,Zm00001eb369310,DD
Zm00001eb218000,Zm00001eb369310,DD
Zm00001eb093130,Zm00001eb369320,DD
Zm00001eb017810,Zm00001eb369330,DD
Zm00001eb394270,Zm00001eb369330,DD
Zm00001eb021060,Zm00001eb369350,DD
Zm00001eb333010,Zm00001eb369350,DD
Zm00001eb054220,Zm00001eb369360,DD
Zm00001eb392280,Zm00001eb369380,DD
Zm00001eb139850,Zm00001eb369390,DD
Zm00001eb163390,Zm00001eb369420,DD
Zm00001eb419150,Zm00001eb369440,DD
Zm00001eb298570,Zm00001eb369460,DD
Zm00001eb414480,Zm00001eb369460,DD
Zm00001eb298570,Zm00001eb369470,DD
Zm00001eb414480,Zm00001eb369470,DD
Zm00001eb086500,Zm00001eb369480,DD
Zm00001eb203130,Zm00001eb369480,DD
Zm00001eb382340,Zm00001eb369480,DD
Zm00001eb388070,Zm00001eb369480,DD
Zm00001eb009900,Zm00001eb369510,DD
Zm00001eb044940,Zm00001eb369510,DD
Zm00001eb376870,Zm00001eb369510,DD
Zm00001eb014230,Zm00001eb369560,DD
Zm00001eb115180,Zm00001eb369570,DD
Zm00001eb118070,Zm00001eb369570,DD
Zm00001eb283300,Zm00001eb369570,DD
Zm00001eb298730,Zm00001eb369570,DD
Zm00001eb352900,Zm00001eb369570,DD
Zm00001eb019530,Zm00001eb369590,DD
Zm00001eb019550,Zm00001eb369590,DD
Zm00001eb278050,Zm00001eb369610,DD
Zm00001eb298080,Zm00001eb369610,DD
Zm00001eb151030,Zm00001eb369620,DD
Zm00001eb248850,Zm00001eb369640,DD
Zm00001eb039380,Zm00001eb369660,DD
Zm00001eb343400,Zm00001eb369670,DD
Zm00001eb416000,Zm00001eb369670,DD
Zm00001eb153120,Zm00001eb369700,DD
Zm00001eb225200,Zm00001eb369700,DD
Zm00001eb232740,Zm00001eb369700,DD
Zm00001eb342270,Zm00001eb369710,DD
Zm00001eb106250,Zm00001eb369720,DD
Zm00001eb323150,Zm00001eb369720,DD
Zm00001eb095360,Zm00001eb369750,DD
Zm00001eb222860,Zm00001eb369750,DD
Zm00001eb282340,Zm00001eb369750,DD
Zm00001eb043140,Zm00001eb369770,DD
Zm00001eb069400,Zm00001eb369770,DD
Zm00001eb151330,Zm00001eb369770,DD
Zm00001eb252380,Zm00001eb369770,DD
Zm00001eb323640,Zm00001eb369770,DD
Zm00001eb382080,Zm00001eb369770,DD
Zm00001eb013170,Zm00001eb369780,DD
Zm00001eb106650,Zm00001eb369780,DD
Zm00001eb221730,Zm00001eb369780,DD
Zm00001eb271630,Zm00001eb369780,DD
Zm00001eb100110,Zm00001eb369790,DD
Zm00001eb275110,Zm00001eb369790,DD
Zm00001eb057860,Zm00001eb369820,DD
Zm00001eb273590,Zm00001eb369830,DD
Zm00001eb066150,Zm00001eb369860,DD
Zm00001eb433770,Zm00001eb369860,DD
Zm00001eb004070,Zm00001eb369880,DD
Zm00001eb095850,Zm00001eb369880,DD
Zm00001eb046950,Zm00001eb369880,DD
Zm00001eb359910,Zm00001eb369880,DD
Zm00001eb361720,Zm00001eb369880,DD
Zm00001eb379970,Zm00001eb369880,DD
Zm00001eb065730,Zm00001eb369890,DD
Zm00001eb072760,Zm00001eb369890,DD
Zm00001eb086220,Zm00001eb369890,DD
Zm00001eb112270,Zm00001eb369890,DD
Zm00001eb148870,Zm00001eb369890,DD
Zm00001eb163440,Zm00001eb369890,DD
Zm00001eb355080,Zm00001eb369890,DD
Zm00001eb236670,Zm00001eb369890,DD
Zm00001eb385750,Zm00001eb369890,DD
Zm00001eb405150,Zm00001eb369890,DD
Zm00001eb395090,Zm00001eb369900,DD
Zm00001eb151500,Zm00001eb369910,DD
Zm00001eb091230,Zm00001eb369940,DD
Zm00001eb108310,Zm00001eb369940,DD
Zm00001eb326360,Zm00001eb369940,DD
Zm00001eb408250,Zm00001eb369940,DD
Zm00001eb009960,Zm00001eb369980,DD
Zm00001eb399240,Zm00001eb369980,DD
Zm00001eb292320,Zm00001eb369990,DD
Zm00001eb362900,Zm00001eb369990,DD
Zm00001eb112830,Zm00001eb370030,DD
Zm00001eb068790,Zm00001eb370090,DD
Zm00001eb000480,Zm00001eb370100,DD
Zm00001eb140490,Zm00001eb370100,DD
Zm00001eb197120,Zm00001eb370100,DD
Zm00001eb406840,Zm00001eb370100,DD
Zm00001eb046770,Zm00001eb370130,DD
Zm00001eb419540,Zm00001eb370130,DD
Zm00001eb081090,Zm00001eb370140,DD
Zm00001eb352940,Zm00001eb370150,DD
Zm00001eb082690,Zm00001eb370170,DD
Zm00001eb126070,Zm00001eb370170,DD
Zm00001eb214130,Zm00001eb370180,DD
Zm00001eb026090,Zm00001eb370200,DD
Zm00001eb051160,Zm00001eb370200,DD
Zm00001eb108960,Zm00001eb370210,DD
Zm00001eb427210,Zm00001eb370210,DD
Zm00001eb114070,Zm00001eb370220,DD
Zm00001eb352950,Zm00001eb370220,DD
Zm00001eb058860,Zm00001eb370230,DD
Zm00001eb151580,Zm00001eb370230,DD
Zm00001eb152090,Zm00001eb370230,DD
Zm00001eb213830,Zm00001eb370230,DD
Zm00001eb292590,Zm00001eb370230,DD
Zm00001eb001300,Zm00001eb370240,DD
Zm00001eb155770,Zm00001eb370240,DD
Zm00001eb185280,Zm00001eb370240,DD
Zm00001eb197380,Zm00001eb370240,DD
Zm00001eb216700,Zm00001eb370240,DD
Zm00001eb257240,Zm00001eb370240,DD
Zm00001eb275090,Zm00001eb370240,DD
Zm00001eb388590,Zm00001eb370240,DD
Zm00001eb388580,Zm00001eb370240,DD
Zm00001eb388570,Zm00001eb370240,DD
Zm00001eb258090,Zm00001eb370250,DD
Zm00001eb303870,Zm00001eb370250,DD
Zm00001eb371620,Zm00001eb370250,DD
Zm00001eb005350,Zm00001eb370280,DD
Zm00001eb152160,Zm00001eb370330,DD
Zm00001eb354260,Zm00001eb370330,DD
Zm00001eb418060,Zm00001eb370330,DD
Zm00001eb284460,Zm00001eb370340,DD
Zm00001eb397930,Zm00001eb370340,DD
Zm00001eb050070,Zm00001eb370370,DD
Zm00001eb109850,Zm00001eb370400,DD
Zm00001eb193980,Zm00001eb370420,DD
Zm00001eb322520,Zm00001eb370420,DD
Zm00001eb303860,Zm00001eb370440,DD
Zm00001eb353050,Zm00001eb370440,DD
Zm00001eb249530,Zm00001eb370470,DD
Zm00001eb159520,Zm00001eb370490,DD
Zm00001eb344890,Zm00001eb370490,DD
Zm00001eb030300,Zm00001eb370520,DD
Zm00001eb250850,Zm00001eb370540,DD
Zm00001eb383740,Zm00001eb370540,DD
Zm00001eb383730,Zm00001eb370540,DD
Zm00001eb057260,Zm00001eb370550,DD
Zm00001eb135610,Zm00001eb370550,DD
Zm00001eb214860,Zm00001eb370550,DD
Zm00001eb098040,Zm00001eb370580,DD
Zm00001eb309660,Zm00001eb370590,DD
Zm00001eb383680,Zm00001eb370590,DD
Zm00001eb014950,Zm00001eb370610,DD
Zm00001eb014960,Zm00001eb370610,DD
Zm00001eb113090,Zm00001eb370610,DD
Zm00001eb278020,Zm00001eb370610,DD
Zm00001eb405640,Zm00001eb370620,DD
Zm00001eb283860,Zm00001eb370660,DD
Zm00001eb295720,Zm00001eb370660,DD
Zm00001eb139250,Zm00001eb370680,DD
Zm00001eb407720,Zm00001eb370680,DD
Zm00001eb120190,Zm00001eb370690,DD
Zm00001eb204540,Zm00001eb370690,DD
Zm00001eb238620,Zm00001eb370690,DD
Zm00001eb245270,Zm00001eb370690,DD
Zm00001eb288580,Zm00001eb370690,DD
Zm00001eb361550,Zm00001eb370690,DD
Zm00001eb169130,Zm00001eb370720,DD
Zm00001eb243050,Zm00001eb370720,DD
Zm00001eb138730,Zm00001eb370720,DD
Zm00001eb204490,Zm00001eb370720,DD
Zm00001eb188780,Zm00001eb370740,DD
Zm00001eb120810,Zm00001eb370750,DD
Zm00001eb309500,Zm00001eb370750,DD
Zm00001eb128180,Zm00001eb370760,DD
Zm00001eb122990,Zm00001eb370790,DD
Zm00001eb336590,Zm00001eb370790,DD
Zm00001eb157270,Zm00001eb370810,DD
Zm00001eb295830,Zm00001eb370810,DD
Zm00001eb051390,Zm00001eb370840,DD
Zm00001eb239270,Zm00001eb370840,DD
Zm00001eb383790,Zm00001eb370840,DD
Zm00001eb263050,Zm00001eb370850,DD
Zm00001eb128910,Zm00001eb370880,DD
Zm00001eb332690,Zm00001eb370880,DD
Zm00001eb108070,Zm00001eb370890,DD
Zm00001eb203780,Zm00001eb370890,DD
Zm00001eb368480,Zm00001eb370910,DD
Zm00001eb248410,Zm00001eb370930,DD
Zm00001eb154170,Zm00001eb370960,DD
Zm00001eb097590,Zm00001eb370970,DD
Zm00001eb270990,Zm00001eb370980,DD
Zm00001eb009160,Zm00001eb370990,DD
Zm00001eb194910,Zm00001eb370990,DD
Zm00001eb353710,Zm00001eb371000,DD
Zm00001eb232240,Zm00001eb371020,DD
Zm00001eb293870,Zm00001eb371020,DD
Zm00001eb397710,Zm00001eb371040,DD
Zm00001eb000870,Zm00001eb371050,DD
Zm00001eb075610,Zm00001eb371050,DD
Zm00001eb075620,Zm00001eb371050,DD
Zm00001eb145560,Zm00001eb371050,DD
Zm00001eb305350,Zm00001eb371050,DD
Zm00001eb404070,Zm00001eb371050,DD
Zm00001eb060230,Zm00001eb371070,DD
Zm00001eb075320,Zm00001eb371070,DD
Zm00001eb248780,Zm00001eb371070,DD
Zm00001eb407830,Zm00001eb371070,DD
Zm00001eb402950,Zm00001eb371070,DD
Zm00001eb427580,Zm00001eb371070,DD
Zm00001eb370090,Zm00001eb371100,DD
Zm00001eb059410,Zm00001eb371140,DD
Zm00001eb143650,Zm00001eb371140,DD
Zm00001eb154490,Zm00001eb371140,DD
Zm00001eb220780,Zm00001eb371140,DD
Zm00001eb285890,Zm00001eb371140,DD
Zm00001eb052970,Zm00001eb371200,DD
Zm00001eb063810,Zm00001eb371200,DD
Zm00001eb063840,Zm00001eb371200,DD
Zm00001eb063860,Zm00001eb371200,DD
Zm00001eb075420,Zm00001eb371200,DD
Zm00001eb427510,Zm00001eb371200,DD
Zm00001eb386630,Zm00001eb371200,DD
Zm00001eb371440,Zm00001eb371220,DD
Zm00001eb376740,Zm00001eb371220,DD
Zm00001eb153760,Zm00001eb371230,DD
Zm00001eb376740,Zm00001eb371230,DD
Zm00001eb270920,Zm00001eb371230,DD
Zm00001eb126400,Zm00001eb371240,DD
Zm00001eb153700,Zm00001eb371240,DD
Zm00001eb334440,Zm00001eb371240,DD
Zm00001eb059560,Zm00001eb371250,DD
Zm00001eb119450,Zm00001eb371250,DD
Zm00001eb339070,Zm00001eb371250,DD
Zm00001eb285020,Zm00001eb371250,DD
Zm00001eb310950,Zm00001eb371250,DD
Zm00001eb350730,Zm00001eb371250,DD
Zm00001eb127500,Zm00001eb371270,DD
Zm00001eb293460,Zm00001eb371290,DD
Zm00001eb135190,Zm00001eb371300,DD
Zm00001eb293460,Zm00001eb371300,DD
Zm00001eb360890,Zm00001eb371300,DD
Zm00001eb382140,Zm00001eb371300,DD
Zm00001eb414870,Zm00001eb371310,DD
Zm00001eb399130,Zm00001eb371330,DD
Zm00001eb169460,Zm00001eb371340,DD
Zm00001eb135190,Zm00001eb371350,DD
Zm00001eb293440,Zm00001eb371350,DD
Zm00001eb293460,Zm00001eb371350,DD
Zm00001eb360890,Zm00001eb371350,DD
Zm00001eb382140,Zm00001eb371350,DD
Zm00001eb024860,Zm00001eb371360,DD
Zm00001eb149200,Zm00001eb371360,DD
Zm00001eb153250,Zm00001eb371360,DD
Zm00001eb278080,Zm00001eb371360,DD
Zm00001eb396980,Zm00001eb371360,DD
Zm00001eb415280,Zm00001eb371360,DD
Zm00001eb033930,Zm00001eb371370,DD
Zm00001eb039010,Zm00001eb371370,DD
Zm00001eb178490,Zm00001eb371370,DD
Zm00001eb300370,Zm00001eb371370,DD
Zm00001eb310130,Zm00001eb371370,DD
Zm00001eb300470,Zm00001eb371370,DD
Zm00001eb054570,Zm00001eb371400,DD
Zm00001eb054570,Zm00001eb371420,DD
Zm00001eb280210,Zm00001eb371430,DD
Zm00001eb203610,Zm00001eb371450,DD
Zm00001eb305940,Zm00001eb371450,DD
Zm00001eb045280,Zm00001eb371470,DD
Zm00001eb393130,Zm00001eb371470,DD
Zm00001eb378040,Zm00001eb371470,DD
Zm00001eb028770,Zm00001eb371550,DD
Zm00001eb253750,Zm00001eb371550,DD
Zm00001eb253760,Zm00001eb371550,DD
Zm00001eb280730,Zm00001eb371550,DD
Zm00001eb426360,Zm00001eb371580,DD
Zm00001eb010210,Zm00001eb371590,DD
Zm00001eb026100,Zm00001eb371590,DD
Zm00001eb065620,Zm00001eb371590,DD
Zm00001eb243190,Zm00001eb371590,DD
Zm00001eb243330,Zm00001eb371590,DD
Zm00001eb407250,Zm00001eb371590,DD
Zm00001eb073850,Zm00001eb371600,DD
Zm00001eb011410,Zm00001eb371600,DD
Zm00001eb206640,Zm00001eb371600,DD
Zm00001eb273080,Zm00001eb371600,DD
Zm00001eb341190,Zm00001eb371600,DD
Zm00001eb411180,Zm00001eb371600,DD
Zm00001eb409590,Zm00001eb371600,DD
Zm00001eb398960,Zm00001eb371600,DD
Zm00001eb367130,Zm00001eb371610,DD
Zm00001eb258090,Zm00001eb371620,DD
Zm00001eb350640,Zm00001eb371630,DD
Zm00001eb061210,Zm00001eb371650,DD
Zm00001eb241360,Zm00001eb371650,DD
Zm00001eb302460,Zm00001eb371650,DD
Zm00001eb089020,Zm00001eb371680,DD
Zm00001eb228460,Zm00001eb371680,DD
Zm00001eb409040,Zm00001eb371680,DD
Zm00001eb314740,Zm00001eb371690,DD
Zm00001eb365380,Zm00001eb371690,DD
Zm00001eb423290,Zm00001eb371690,DD
Zm00001eb165200,Zm00001eb371700,DD
Zm00001eb245050,Zm00001eb371700,DD
Zm00001eb343890,Zm00001eb371700,DD
Zm00001eb391100,Zm00001eb371700,DD
Zm00001eb422890,Zm00001eb371700,DD
Zm00001eb125690,Zm00001eb371710,DD
Zm00001eb206610,Zm00001eb371710,DD
Zm00001eb097770,Zm00001eb371720,DD
Zm00001eb388740,Zm00001eb371720,DD
Zm00001eb388730,Zm00001eb371720,DD
Zm00001eb220620,Zm00001eb371750,DD
Zm00001eb378490,Zm00001eb371750,DD
Zm00001eb190440,Zm00001eb371760,DD
Zm00001eb253990,Zm00001eb371760,DD
Zm00001eb280130,Zm00001eb371760,DD
Zm00001eb023470,Zm00001eb371780,DD
Zm00001eb144750,Zm00001eb371780,DD
Zm00001eb224340,Zm00001eb371780,DD
Zm00001eb247900,Zm00001eb371780,DD
Zm00001eb324350,Zm00001eb371780,DD
Zm00001eb396170,Zm00001eb371780,DD
Zm00001eb123070,Zm00001eb371800,DD
Zm00001eb199370,Zm00001eb371800,DD
Zm00001eb155650,Zm00001eb371800,DD
Zm00001eb231980,Zm00001eb371800,DD
Zm00001eb199380,Zm00001eb371800,DD
Zm00001eb231910,Zm00001eb371800,DD
Zm00001eb231920,Zm00001eb371800,DD
Zm00001eb231950,Zm00001eb371800,DD
Zm00001eb123070,Zm00001eb371820,DD
Zm00001eb155650,Zm00001eb371820,DD
Zm00001eb199390,Zm00001eb371820,DD
Zm00001eb231910,Zm00001eb371820,DD
Zm00001eb231980,Zm00001eb371820,DD
Zm00001eb270570,Zm00001eb371820,DD
Zm00001eb383800,Zm00001eb371830,DD
Zm00001eb296030,Zm00001eb371860,DD
Zm00001eb042000,Zm00001eb371890,DD
Zm00001eb311800,Zm00001eb371890,DD
Zm00001eb007870,Zm00001eb371960,DD
Zm00001eb168630,Zm00001eb371960,DD
Zm00001eb311700,Zm00001eb371960,DD
Zm00001eb098840,Zm00001eb371970,DD
Zm00001eb164580,Zm00001eb371970,DD
Zm00001eb279880,Zm00001eb371970,DD
Zm00001eb002820,Zm00001eb372000,DD
Zm00001eb007160,Zm00001eb372010,DD
Zm00001eb198340,Zm00001eb372010,DD
Zm00001eb092130,Zm00001eb372020,DD
Zm00001eb181590,Zm00001eb372020,DD
Zm00001eb262670,Zm00001eb372020,DD
Zm00001eb208230,Zm00001eb372070,DD
Zm00001eb284280,Zm00001eb372070,DD
Zm00001eb292740,Zm00001eb372070,DD
Zm00001eb230300,Zm00001eb372070,DD
Zm00001eb409730,Zm00001eb372110,DD
Zm00001eb090340,Zm00001eb372120,DD
Zm00001eb150820,Zm00001eb372130,DD
Zm00001eb369540,Zm00001eb372130,DD
Zm00001eb035110,Zm00001eb372140,DD
Zm00001eb098530,Zm00001eb372140,DD
Zm00001eb098900,Zm00001eb372150,DD
Zm00001eb177000,Zm00001eb372150,DD
Zm00001eb311550,Zm00001eb372150,DD
Zm00001eb036820,Zm00001eb372170,DD
Zm00001eb109080,Zm00001eb372170,DD
Zm00001eb238490,Zm00001eb372170,DD
Zm00001eb150590,Zm00001eb372180,DD
Zm00001eb154930,Zm00001eb372180,DD
Zm00001eb158690,Zm00001eb372180,DD
Zm00001eb389260,Zm00001eb372180,DD
Zm00001eb375720,Zm00001eb372180,DD
Zm00001eb050040,Zm00001eb372200,DD
Zm00001eb028510,Zm00001eb372210,DD
Zm00001eb071130,Zm00001eb372210,DD
Zm00001eb165210,Zm00001eb372210,DD
Zm00001eb136940,Zm00001eb372210,DD
Zm00001eb157070,Zm00001eb372210,DD
Zm00001eb204640,Zm00001eb372210,DD
Zm00001eb065710,Zm00001eb372230,DD
Zm00001eb080730,Zm00001eb372230,DD
Zm00001eb198760,Zm00001eb372230,DD
Zm00001eb305660,Zm00001eb372230,DD
Zm00001eb424250,Zm00001eb372230,DD
Zm00001eb168130,Zm00001eb372260,DD
Zm00001eb162280,Zm00001eb372270,DD
Zm00001eb200200,Zm00001eb372270,DD
Zm00001eb213740,Zm00001eb372270,DD
Zm00001eb200190,Zm00001eb372270,DD
Zm00001eb045250,Zm00001eb372280,DD
Zm00001eb065250,Zm00001eb372280,DD
Zm00001eb068250,Zm00001eb372280,DD
Zm00001eb221190,Zm00001eb372280,DD
Zm00001eb155010,Zm00001eb372280,DD
Zm00001eb193160,Zm00001eb372280,DD
Zm00001eb214950,Zm00001eb372280,DD
Zm00001eb223530,Zm00001eb372280,DD
Zm00001eb294190,Zm00001eb372280,DD
Zm00001eb357010,Zm00001eb372280,DD
Zm00001eb361410,Zm00001eb372280,DD
Zm00001eb118150,Zm00001eb372290,DD
Zm00001eb019960,Zm00001eb372300,DD
Zm00001eb055500,Zm00001eb372300,DD
Zm00001eb190200,Zm00001eb372310,DD
Zm00001eb280670,Zm00001eb372310,DD
Zm00001eb379820,Zm00001eb372310,DD
Zm00001eb110420,Zm00001eb372320,DD
Zm00001eb359980,Zm00001eb372320,DD
Zm00001eb183150,Zm00001eb372330,DD
Zm00001eb073910,Zm00001eb372360,DD
Zm00001eb206160,Zm00001eb372380,DD
Zm00001eb241400,Zm00001eb372390,DD
Zm00001eb254880,Zm00001eb372400,DD
Zm00001eb157880,Zm00001eb372420,DD
Zm00001eb169810,Zm00001eb372420,DD
Zm00001eb201760,Zm00001eb372420,DD
Zm00001eb292140,Zm00001eb372420,DD
Zm00001eb240140,Zm00001eb372440,DD
Zm00001eb306090,Zm00001eb372450,DD
Zm00001eb146580,Zm00001eb372470,DD
Zm00001eb211820,Zm00001eb372470,DD
Zm00001eb233470,Zm00001eb372470,DD
Zm00001eb238700,Zm00001eb372470,DD
Zm00001eb373710,Zm00001eb372470,DD
Zm00001eb293060,Zm00001eb372470,DD
Zm00001eb429020,Zm00001eb372470,DD
Zm00001eb429010,Zm00001eb372480,DD
Zm00001eb142960,Zm00001eb372490,DD
Zm00001eb248270,Zm00001eb372490,DD
Zm00001eb037890,Zm00001eb372500,DD
Zm00001eb154270,Zm00001eb372500,DD
Zm00001eb167300,Zm00001eb372500,DD
Zm00001eb361840,Zm00001eb372500,DD
Zm00001eb005500,Zm00001eb372510,DD
Zm00001eb005450,Zm00001eb372520,DD
Zm00001eb431900,Zm00001eb372520,DD
Zm00001eb415020,Zm00001eb372520,DD
Zm00001eb005350,Zm00001eb372540,DD
Zm00001eb300690,Zm00001eb372540,DD
Zm00001eb020320,Zm00001eb372550,DD
Zm00001eb393240,Zm00001eb372550,DD
Zm00001eb421240,Zm00001eb372550,DD
Zm00001eb002850,Zm00001eb372580,DD
Zm00001eb212480,Zm00001eb372580,DD
Zm00001eb212500,Zm00001eb372580,DD
Zm00001eb303010,Zm00001eb372580,DD
Zm00001eb096640,Zm00001eb372590,DD
Zm00001eb114980,Zm00001eb372590,DD
Zm00001eb042220,Zm00001eb372600,DD
Zm00001eb178840,Zm00001eb372600,DD
Zm00001eb313860,Zm00001eb372600,DD
Zm00001eb165510,Zm00001eb372610,DD
Zm00001eb102200,Zm00001eb372630,DD
Zm00001eb233980,Zm00001eb372630,DD
Zm00001eb317210,Zm00001eb372630,DD
Zm00001eb086620,Zm00001eb372650,DD
Zm00001eb224850,Zm00001eb372650,DD
Zm00001eb307990,Zm00001eb372650,DD
Zm00001eb027780,Zm00001eb372660,DD
Zm00001eb035490,Zm00001eb372660,DD
Zm00001eb042240,Zm00001eb372660,DD
Zm00001eb344200,Zm00001eb372660,DD
Zm00001eb427130,Zm00001eb372660,DD
Zm00001eb009970,Zm00001eb372670,DD
Zm00001eb010630,Zm00001eb372670,DD
Zm00001eb055420,Zm00001eb372670,DD
Zm00001eb069470,Zm00001eb372670,DD
Zm00001eb155290,Zm00001eb372670,DD
Zm00001eb286200,Zm00001eb372670,DD
Zm00001eb284610,Zm00001eb372670,DD
Zm00001eb357460,Zm00001eb372670,DD
Zm00001eb365510,Zm00001eb372670,DD
Zm00001eb036700,Zm00001eb372690,DD
Zm00001eb195880,Zm00001eb372690,DD
Zm00001eb291170,Zm00001eb372690,DD
Zm00001eb369120,Zm00001eb372690,DD
Zm00001eb205650,Zm00001eb372730,DD
Zm00001eb300440,Zm00001eb372730,DD
Zm00001eb040930,Zm00001eb372740,DD
Zm00001eb129880,Zm00001eb372760,DD
Zm00001eb183520,Zm00001eb372760,DD
Zm00001eb259780,Zm00001eb372760,DD
Zm00001eb198040,Zm00001eb372760,DD
Zm00001eb274730,Zm00001eb372760,DD
Zm00001eb227840,Zm00001eb372760,DD
Zm00001eb317880,Zm00001eb372760,DD
Zm00001eb433920,Zm00001eb372760,DD
Zm00001eb353020,Zm00001eb372760,DD
Zm00001eb377820,Zm00001eb372760,DD
Zm00001eb395830,Zm00001eb372760,DD
Zm00001eb425690,Zm00001eb372760,DD
Zm00001eb188070,Zm00001eb372780,DD
Zm00001eb231060,Zm00001eb372780,DD
Zm00001eb326600,Zm00001eb372790,DD
Zm00001eb347530,Zm00001eb372860,DD
Zm00001eb408850,Zm00001eb372900,DD
Zm00001eb343070,Zm00001eb372940,DD
Zm00001eb286950,Zm00001eb372940,DD
Zm00001eb006480,Zm00001eb372960,DD
Zm00001eb082050,Zm00001eb373030,DD
Zm00001eb131870,Zm00001eb373030,DD
Zm00001eb177330,Zm00001eb373030,DD
Zm00001eb356160,Zm00001eb373030,DD
Zm00001eb082050,Zm00001eb373050,DD
Zm00001eb131870,Zm00001eb373050,DD
Zm00001eb177330,Zm00001eb373050,DD
Zm00001eb279210,Zm00001eb373050,DD
Zm00001eb356160,Zm00001eb373050,DD
Zm00001eb364170,Zm00001eb373070,DD
Zm00001eb101870,Zm00001eb373100,DD
Zm00001eb038180,Zm00001eb373120,DD
Zm00001eb180330,Zm00001eb373120,DD
Zm00001eb254880,Zm00001eb373120,DD
Zm00001eb372400,Zm00001eb373120,DD
Zm00001eb370740,Zm00001eb373120,DD
Zm00001eb236400,Zm00001eb373130,DD
Zm00001eb279800,Zm00001eb373130,DD
Zm00001eb288960,Zm00001eb373130,DD
Zm00001eb124160,Zm00001eb373170,DD
Zm00001eb198890,Zm00001eb373170,DD
Zm00001eb278080,Zm00001eb373170,DD
Zm00001eb313120,Zm00001eb373170,DD
Zm00001eb319490,Zm00001eb373170,DD
Zm00001eb343480,Zm00001eb373170,DD
Zm00001eb351470,Zm00001eb373170,DD
Zm00001eb166820,Zm00001eb373180,DD
Zm00001eb305250,Zm00001eb373200,DD
Zm00001eb193690,Zm00001eb373220,DD
Zm00001eb081440,Zm00001eb373230,DD
Zm00001eb168320,Zm00001eb373230,DD
Zm00001eb193680,Zm00001eb373230,DD
Zm00001eb225560,Zm00001eb373230,DD
Zm00001eb255840,Zm00001eb373230,DD
Zm00001eb118060,Zm00001eb373240,DD
Zm00001eb216530,Zm00001eb373240,DD
Zm00001eb193680,Zm00001eb373260,DD
Zm00001eb168320,Zm00001eb373260,DD
Zm00001eb203660,Zm00001eb373260,DD
Zm00001eb225560,Zm00001eb373260,DD
Zm00001eb279130,Zm00001eb373260,DD
Zm00001eb100750,Zm00001eb373300,DD
Zm00001eb314860,Zm00001eb373300,DD
Zm00001eb042870,Zm00001eb373320,DD
Zm00001eb056990,Zm00001eb373320,DD
Zm00001eb240490,Zm00001eb373320,DD
Zm00001eb426900,Zm00001eb373320,DD
Zm00001eb057030,Zm00001eb373330,DD
Zm00001eb123240,Zm00001eb373330,DD
Zm00001eb139890,Zm00001eb373330,DD
Zm00001eb176370,Zm00001eb373330,DD
Zm00001eb211920,Zm00001eb373330,DD
Zm00001eb246390,Zm00001eb373330,DD
Zm00001eb255530,Zm00001eb373330,DD
Zm00001eb335990,Zm00001eb373330,DD
Zm00001eb286070,Zm00001eb373330,DD
Zm00001eb347480,Zm00001eb373330,DD
Zm00001eb362270,Zm00001eb373330,DD
Zm00001eb378780,Zm00001eb373330,DD
Zm00001eb353970,Zm00001eb373350,DD
